fold,idx,y_true,y_pred,y_proba
0,389,1,1,0.9007033305133928
0,390,0,0,0.012856849682125906
0,394,0,0,0.18770174820060304
0,396,0,0,0.0026177806325639904
0,399,1,1,0.8293105874744847
0,402,1,1,0.7723409773291662
0,404,1,1,0.5557750987224862
0,406,0,0,0.006701906226349177
0,414,0,0,0.0036066668091041744
0,419,0,0,0.06057040947021338
0,420,0,1,0.5476131401620481
0,427,0,0,0.05613873427528266
0,432,0,0,0.34746375159940357
0,434,0,0,0.14886000124081875
0,436,0,0,0.026800978603731672
0,437,0,0,0.06471123496442827
0,446,0,0,0.007491224096696268
0,448,0,0,0.0010432262404443833
0,465,0,0,0.003545351244034038
0,479,0,0,0.00016972314320398541
0,483,0,0,0.0638530015256463
0,484,1,1,0.515976070552838
0,505,0,0,0.042040862827800916
0,506,0,0,0.1392477970697226
0,525,0,1,0.5902739559283681
0,528,0,0,0.08700327828403114
0,538,1,0,0.16900201325870653
0,544,1,1,0.8725882934662976
0,547,0,0,0.0002742807353966357
0,549,1,1,0.8835633993528167
0,568,0,0,7.475609877223219e-05
0,577,0,0,0.00676103551813126
0,579,0,0,0.010817501242902539
0,581,1,1,0.875356169312412
0,596,0,0,0.0017169369913529276
0,598,0,0,0.0069489659531659686
0,599,0,0,0.0007622483401842632
0,603,0,0,0.012737594172466702
0,607,1,0,0.00339839602655003
0,613,1,1,0.8505591432710043
0,617,0,0,0.0012737746942978665
0,620,1,1,0.9961821240439193
0,630,0,1,0.5881676032686227
0,632,1,0,0.23484085252558654
0,633,0,0,0.0044280071351546725
0,638,0,0,0.04249938503637978
0,642,1,0,0.02367667647085614
0,643,0,0,0.0283775680716485
0,652,0,0,0.004612649151383003
0,657,1,1,0.8080475068973968
0,660,0,0,0.2611421246986944
0,675,1,1,0.9580769512135692
0,676,0,0,0.0008965864783440153
0,677,1,1,0.9152632832731935
0,690,0,0,0.02742166830092387
0,696,1,1,0.8438298707914591
0,698,0,0,0.006863340903153026
0,708,0,0,0.0016251397999457306
0,712,0,0,7.969144345253838e-05
0,718,0,0,0.0003839841435483886
0,720,0,0,0.4076907668952553
0,728,0,0,0.009716433760237122
0,733,1,1,0.8294123024670318
0,734,0,0,0.06333183973039862
0,736,0,0,0.021920267362794836
0,752,0,0,0.05283835740059494
0,753,0,0,0.14661982125146544
0,765,1,1,0.8653851130572682
0,773,1,1,0.8383091955407826
0,774,0,0,0.05851905563474333
0,782,1,1,0.9634250794189502
0,783,0,0,0.19662087817673987
0,793,0,0,0.001818895839209002
0,797,1,1,0.9924742568055659
0,803,1,1,0.9967034264806967
0,805,0,0,0.25530593655177947
0,816,0,0,0.0017655593027313724
0,817,0,1,0.8886819830386974
0,818,0,0,0.18093655495340122
0,819,0,1,0.7925225548955273
0,823,1,1,0.7726646887547017
0,824,1,0,0.39427638268642723
0,829,0,0,0.036770975502048726
0,834,0,0,0.0015884819126080203
0,836,0,1,0.9102366752378792
0,846,0,0,0.4005780508923923
0,849,0,0,0.16631655948292506
0,859,0,0,0.026233224704132842
0,861,0,0,0.0005568632161040772
0,866,0,0,0.09546425931321938
0,877,0,0,0.006090625996424409
0,880,0,0,4.585510301657352e-05
0,897,0,0,0.2634039301870091
0,899,0,0,0.40352258932837315
0,907,0,0,0.00013925302488875153
0,914,0,0,0.006378586642983487
0,915,0,0,0.10012303763112831
0,930,0,0,0.413436605189758
0,934,1,1,0.8395520317191009
0,936,0,0,0.007163194704814212
0,938,0,0,0.0012158680340701737
0,940,0,0,0.007245748132918167
0,945,0,1,0.7652790721935409
0,948,0,0,0.045353486524650245
0,958,1,1,0.9988132500468468
0,959,0,0,0.0525335780746575
0,973,1,1,0.8987369724849746
0,978,0,1,0.9240312400304749
0,980,0,1,0.7137353194168014
0,990,0,0,0.0001773260265771091
0,992,1,0,0.15470050092363366
0,998,0,0,8.164458564750917e-05
0,999,1,1,0.8738544958977805
0,1001,0,0,0.025170574406337704
0,1014,0,0,0.018328894696385885
0,1019,0,0,0.006540928873225872
0,1026,0,0,0.0002445636806007015
0,1029,0,0,0.3624787330953124
0,1041,0,0,0.0001500776394815299
0,1042,0,0,0.00036274430991532655
0,1044,1,0,0.05986326656445711
0,1045,0,0,0.004462447670060153
0,1052,1,1,0.8430604479974658
0,1062,0,0,0.004025942451830351
0,1065,0,0,0.16378125259543802
0,1073,0,0,0.0032940592887408817
0,1079,0,0,0.008506978198574273
0,1081,0,0,0.16062292814262485
0,1089,1,0,0.3245000157536791
0,1105,0,0,0.00039065999886742244
0,1106,0,0,1.6644547910559458e-05
0,1110,0,0,0.020460126572388583
0,1111,0,0,0.31217391468594313
0,1113,0,0,0.00034764089394701583
0,1115,1,1,0.9993281705090109
0,1117,0,0,0.0006594792571701535
0,1121,0,0,0.005504228038182179
0,1124,0,0,0.2517340094849934
0,1125,0,0,0.36809347037790097
0,1135,1,1,0.8648100397001189
0,1161,1,1,0.7504021254857057
0,1162,1,0,0.29240933903921407
0,1166,0,0,0.00446804874352259
0,1167,0,0,0.27483474687333775
0,1168,0,0,0.46300593297304865
0,1169,0,0,0.14862179933524786
0,1170,0,0,0.0015164851877095414
0,1172,0,0,0.024205157847390704
0,1184,0,1,0.7350504274669064
0,1201,0,0,0.2580060239603928
0,1211,0,0,0.023091731165175388
0,1215,0,0,0.15563489461332033
0,1220,1,0,0.4580055108678987
0,1237,1,0,0.046644850577088885
0,1244,0,0,0.0006542653257160058
0,1255,0,0,0.0003622086525746442
0,1261,0,0,0.006746282194749439
0,1263,0,0,0.15801319999402788
0,1266,0,0,0.0013501314898507204
0,1269,0,0,0.00045494723690992753
0,1271,0,0,0.00430552448407862
0,1280,0,0,0.0010730317617333185
0,1282,0,0,0.44515909677270654
0,1284,1,1,0.9450911216990895
0,1290,0,0,0.004618747073536632
0,1301,0,1,0.6623203133203183
0,1305,0,0,0.0021935888133226104
0,1308,0,0,0.021605923598139776
0,1313,1,1,0.8201146664225676
0,1314,0,0,0.0043420223071031425
0,1315,1,0,0.3549265567161392
0,1320,0,1,0.9769671598209941
0,1325,1,1,0.5001155773600972
0,1334,0,0,0.053928294935312815
0,1337,0,0,0.05274518989512817
0,1339,1,0,0.3148222589268472
0,1341,0,0,0.0003197716697564768
0,1342,1,1,0.99580444161817
0,1343,0,0,0.0007781271234144382
0,1349,0,0,0.0002448896578054306
0,1350,0,0,0.0003772187464621109
0,1365,0,0,0.03533518630294245
0,1367,1,1,0.9464724810718099
0,1371,1,1,0.9186924801039219
0,1380,0,0,0.0005601168535904114
0,1382,0,0,0.001081675774259155
0,1385,0,0,0.19662205678056058
0,1388,0,0,0.005765986761087866
0,1393,0,1,0.7528238897671409
0,1395,1,0,0.2559472216565732
0,1407,0,0,0.30366696201754645
0,1411,0,0,0.1188174761269266
0,1412,0,0,0.1463099691462768
0,1415,0,0,0.005428223040940804
0,1423,0,0,0.0002611910463181871
0,1425,0,0,0.123583288199627
0,1428,0,1,0.7906679652239137
0,1430,1,1,0.9960607297166553
0,1435,0,0,0.0004501799508229546
0,1436,1,1,0.8509277454788335
0,1444,0,0,1.3268575903418608e-05
0,1450,0,0,0.20524684671253446
0,1453,0,0,0.01850279156515093
0,1454,0,0,0.00037506251519575624
0,1456,1,1,0.8038695017803508
0,1463,0,0,0.00044915956818859153
0,1465,0,0,0.06654189107726437
0,1468,1,1,0.9940497515209505
0,1472,0,1,0.601709061319123
0,1485,0,0,0.00027753538749308014
0,1489,1,1,0.9924155935871951
0,1490,0,0,0.0021450478306797435
0,1495,0,0,0.007390855509644533
0,1501,1,0,0.05705759566354607
0,1508,0,1,0.9134165216026083
0,1511,0,1,0.7092458233085464
0,1526,0,0,0.004955104378006935
0,1533,1,0,0.42716065834563843
0,1535,0,0,0.00613175015061958
0,1539,1,1,0.9989521442454823
0,1557,0,0,0.026476257593646295
0,1560,0,0,0.060164544159408355
0,1565,0,0,0.006278284959703561
0,1567,1,1,0.8437756308462263
0,1572,0,0,0.12510918691016348
0,1603,0,0,0.036199204528220404
0,1617,0,1,0.6100259774098221
0,1622,0,0,0.008453408725535932
0,1623,0,0,0.06408214948392654
0,1637,0,0,0.10197360693658189
0,1649,0,0,0.0034752491612767503
0,1651,1,1,0.6532917411738868
0,1661,0,1,0.7148493095485626
0,1665,1,0,0.024407806844923476
0,1675,0,0,0.001075726222993395
0,1679,0,0,4.198804401040235e-05
0,1684,0,0,0.018639722742815987
0,1686,1,0,0.3258149734793845
0,1687,1,1,0.7169513844209663
0,1688,0,0,0.3863578219147024
0,1692,0,0,0.03254014083336947
0,1695,0,0,0.014912923225037266
0,1696,0,1,0.6469730859222446
0,1713,0,0,0.06103852707380524
0,1716,0,0,0.03311661346263634
0,1718,0,0,0.04760688299061388
0,1747,1,1,0.9103534656602055
0,1750,0,0,0.0020977748745867244
0,1753,0,0,1.8708665367912308e-05
0,1761,0,0,0.0719841602836017
0,1762,0,0,0.03967311795089314
0,1772,0,0,0.013706985436726273
0,1782,1,1,0.9322773190123971
0,1787,0,1,0.6851607354006294
0,1788,0,0,0.011527109006547687
0,1799,0,0,0.0003490292199430919
0,1803,0,0,0.045758383251340164
0,1807,1,1,0.991045656603511
0,1821,1,0,0.009498110579336616
0,1825,0,0,0.45775528550992634
0,1835,0,0,0.014270383411767791
0,1844,0,0,0.058815257816792726
0,1845,0,0,0.0027877914960572833
0,1849,1,1,0.6100982570585997
0,1859,0,0,0.10365745669105403
0,1860,1,1,0.980528275067912
0,1863,1,1,0.9163759347269255
0,1865,0,0,0.04598512414015151
0,1870,0,0,0.4534548534539349
0,1872,0,0,0.0007641378385077854
0,1880,1,0,0.2271909322711847
0,1884,1,0,0.0010864022195174459
0,1887,0,0,0.001614832065028437
0,1888,0,0,0.10925883626385019
0,1891,0,0,0.1927685873084047
0,1897,0,0,0.00047334299700531676
0,1913,0,0,0.0001308540096130779
0,1915,0,0,0.027776641024673688
0,1923,0,0,0.1032092047530469
0,1924,0,0,0.030562979953816453
0,1925,1,1,0.5615570320640554
0,1929,0,0,0.00023328018342440475
0,1931,0,0,0.038596698507322
0,1936,1,0,0.34418972330629616
0,1949,0,0,3.921470912586083e-05
0,1959,0,0,0.19799469196443686
0,1962,0,0,0.0004609271220187314
0,1963,0,0,0.03205107314623139
0,1965,0,0,0.0005263166697983301
0,1970,1,0,0.30057475159227504
0,1976,0,0,0.007943862434319847
0,1979,0,0,0.48005224113726436
0,1983,1,1,0.918525272848662
0,1989,0,0,0.008610314097723596
0,1993,0,0,0.02818473519050249
0,1996,0,0,0.03910226662936723
0,1997,0,0,0.003300130747131675
0,1999,0,0,0.0012372396690064778
0,2005,0,0,0.06369664382109426
0,2014,1,1,0.5920458792783501
0,2024,0,1,0.6150620349932461
0,2032,0,1,0.6681574036742632
0,2036,0,0,0.4363376755553517
0,2043,0,1,0.5761413227200364
0,2052,0,0,0.03171667862887305
0,2055,0,1,0.6162493951544205
0,2058,1,0,0.00494056433470769
0,2059,0,0,0.001896759178331237
0,2064,0,0,0.0006226038688848623
0,2065,0,0,0.009579883712313853
0,2066,0,0,8.610440319563582e-05
0,2069,0,0,0.0011341849172189253
0,2074,1,1,0.8624273512813535
0,2084,0,0,0.04612658188105615
0,2085,0,0,0.48763709746777395
0,2090,1,1,0.5623128367100586
0,2108,0,0,0.002302254864548882
0,2110,0,0,0.24277979079275389
0,2117,0,0,0.13854572819260041
0,2126,1,1,0.9849542971204562
0,2129,0,0,0.030369963582424407
0,2137,0,0,0.008760988620827609
0,2144,0,0,0.0191842661503721
0,2146,0,0,0.17048154689456924
0,2148,0,0,0.013021688717299043
0,2155,0,0,0.009192312271141503
0,2156,0,0,0.0007740655072628669
0,2162,0,0,0.2000353043553058
0,2168,0,0,0.08671174062263495
0,2170,0,0,0.009229143880930973
0,2178,0,0,0.007342095280920637
0,2179,0,0,0.02215799161315921
0,2182,0,0,4.2693960792489425e-05
0,2183,0,0,0.22792021409875932
0,2184,0,0,0.02462002591253544
0,2186,1,0,0.3163598310404141
0,2191,0,0,0.16094925824839804
0,2200,0,0,0.08473199469769971
0,2223,0,0,9.859773280426424e-05
0,2226,0,0,0.0008023244506909338
0,2233,0,0,0.18681770484735552
0,2236,0,0,0.1626371021750477
0,2238,0,0,0.03746261669637567
0,2244,1,1,0.6112899725367571
0,2245,0,1,0.7781160545195855
0,2254,0,0,0.030295569193560176
0,2255,0,1,0.9511844746684196
0,2257,0,0,0.005957957221146042
0,2260,1,1,0.9818629071204407
0,2262,1,1,0.7043552832982652
0,2273,0,0,0.02191612746495435
0,2285,1,1,0.9854548749721892
0,2288,0,0,0.028633818189844056
0,2289,1,1,0.6752191499940056
0,2294,1,1,0.995360318943077
0,2297,0,0,0.008961468406491745
0,2299,0,0,2.4878908758814386e-05
0,2304,1,1,0.7743320505292336
0,2306,0,0,0.00038406169699769615
0,2308,0,0,0.3685172529664338
0,2318,0,0,0.03010477781626523
0,2319,1,1,0.6315245111947264
0,2329,0,0,6.844511407963841e-05
0,2346,0,0,0.00028419993259091043
0,2349,0,0,0.07741952725457299
0,2355,1,1,0.7246850873890571
0,2364,1,1,0.8904200612618829
0,2385,1,0,0.4796958957622939
0,2386,1,1,0.5779115932808153
0,2399,0,0,0.0007651549765417345
0,2402,0,0,0.008702545429758108
0,2403,0,0,0.03580652334850146
0,2410,0,0,0.004189229512388233
0,2414,0,0,0.0019887862641291506
0,2420,0,0,0.199918914997291
0,2421,0,0,0.0008076607831548609
0,2424,0,0,0.033508117675564435
0,2426,0,0,0.005136207876637025
0,2430,0,0,0.0016957892724010785
0,2431,0,0,0.0040765955055944054
0,2437,1,1,0.9914074560840631
0,2439,0,0,0.0024517696776055918
0,2453,0,0,0.15467949673388912
0,2456,0,0,0.00011737630919768911
0,2464,0,0,0.048788115403668016
0,2470,0,0,0.024740117442985227
0,2475,1,1,0.9156594589893919
0,2478,0,0,0.0009173793789065886
0,2484,1,1,0.9448093786752303
0,2490,0,0,0.3699259117114335
0,2491,0,0,0.0009442058501143069
0,2499,1,1,0.9626171097201894
0,2507,0,0,0.004088297895573672
0,2516,0,0,0.00047680411406210145
0,2517,0,0,0.08060604018809071
0,2529,1,1,0.9284203059378742
0,2539,0,0,0.15441707719752035
0,2540,1,1,0.7599991487724977
0,2543,0,0,0.0009742493995891
0,2551,0,0,0.03002271292759222
0,2564,0,0,0.008833643173900485
0,2574,0,0,0.18514988574866698
0,2583,0,0,0.004232723073135074
0,2591,1,1,0.9269050644998198
0,2592,0,0,0.31495559205076246
0,2594,0,0,0.14199011342984771
0,2596,1,1,0.9996554855880339
0,2598,1,0,0.07717856195532317
0,2609,0,0,4.429415585489759e-06
0,2611,0,0,0.0026417294780631713
0,2613,0,1,0.8992285375755729
0,2633,0,0,0.0018921012795619484
0,2640,0,0,0.013572491009747483
0,2642,0,0,0.000304240138864672
0,2643,0,0,0.4582364470845347
0,2655,1,1,0.9293996952821484
0,2657,0,0,0.4990177012931023
0,2659,0,0,0.11707498430336355
0,2663,1,1,0.7276004535233496
0,2664,0,1,0.7203417784648819
0,2667,1,1,0.9848452579064423
0,2671,0,0,1.0586893093621641e-05
0,2680,1,0,0.01756036929107137
0,2685,0,0,0.07292579685774128
0,2687,1,1,0.9426113524687164
0,2691,1,1,0.9980738152471594
0,2701,0,0,0.0017879045837405798
0,2702,0,0,0.0009549400087283684
0,2706,0,0,0.0013099326247902625
0,2707,1,1,0.8616207333690414
0,2713,0,0,0.000336262100963872
0,2716,0,0,0.00015471768944214196
0,2718,0,0,0.058700531474798506
0,2719,0,0,0.0037883963668033796
0,2720,0,0,0.01184950908058218
0,2723,0,0,0.08620145669816841
0,2724,0,0,0.22771335896877948
0,2733,0,0,0.17138976781868284
0,2740,0,0,0.0001552178595702814
0,2742,0,0,0.0007835343787088391
0,2750,1,1,0.9629617929755365
0,2755,0,0,0.0736273906554692
0,2758,0,0,0.07688831097888808
0,2767,1,1,0.9668604194873514
0,2769,0,1,0.5048379482450159
0,2771,0,0,0.018903036595660408
0,2777,0,0,0.002062310144524166
0,2782,1,1,0.970370612698372
0,2786,1,0,0.020155772187099553
0,2788,0,0,0.026418070274084292
0,2789,0,0,0.34328235096610155
0,2793,0,0,0.00046672268850160564
0,2794,0,1,0.9449405253258663
0,2800,1,1,0.8374929109842015
0,2801,1,0,0.03920787467519978
0,2806,0,0,0.040026628712225974
0,2809,0,0,2.0448604102465196e-05
0,2813,0,0,0.00015969896803864867
0,2816,0,1,0.8717777265672375
0,2817,0,0,0.30759555079335843
0,2819,1,1,0.655652995680402
0,2822,1,1,0.9911630481107003
0,2827,0,0,0.03828393205839362
0,2830,0,0,0.32458553659663536
0,2831,0,0,0.002698033788046776
0,2840,0,0,0.0002955989966951969
0,2842,0,0,0.003000755457938858
0,2853,0,0,0.4588075444898536
0,2854,0,0,0.04534175293432133
0,2856,0,0,0.2536403069867525
0,2858,1,1,0.648659507277622
0,2859,0,0,3.058084738402738e-05
0,2863,0,0,0.04252019993597865
0,2865,0,0,0.11690030376202273
0,2871,0,0,0.06437419849664255
0,2873,1,1,0.6663158292118958
0,2875,0,0,0.1328253233579366
0,2890,1,0,0.0452996190608666
0,2891,0,0,0.0001271695695634037
0,2893,0,0,0.0023384376589740807
0,2905,0,0,0.21722779278285181
0,2909,1,1,0.9903534337292833
0,2910,0,0,0.48955555823596814
0,2913,0,0,0.10416126782331551
0,2918,1,1,0.7169114004311538
0,2923,0,0,9.26584405552517e-05
0,2925,0,0,0.3195216449625125
0,2935,0,0,0.00010436085747472013
0,2938,0,0,0.002880365789278982
0,2941,0,0,0.07167706448513986
0,2942,0,0,0.22869169280687296
0,2947,0,0,0.11430061965769077
0,2956,0,0,0.0014884516698127897
0,2958,0,0,0.012732354934718719
0,2969,0,0,0.0059897183220096895
0,2972,0,0,0.00027945296746134706
0,2976,1,1,0.9258691850962936
0,2979,0,1,0.6475494301312306
0,2980,1,1,0.9338107464810936
0,2986,1,0,0.158942426758128
0,2988,0,0,0.23929032107756007
0,2991,0,0,0.0002582043388708761
0,2993,1,1,0.730551871690783
0,3000,1,1,0.5115476942849706
0,3002,0,0,0.03626092022521306
0,3009,0,0,0.0009808900266192718
0,3012,0,0,3.2092206902999464e-05
0,3023,0,0,0.0003668764739617435
0,3025,0,0,0.007779418283032887
0,3032,0,0,0.0009251525176451395
0,3036,0,0,0.04550856102160485
0,3043,0,0,0.38895186251367037
0,3050,0,0,0.00403152013592072
0,3054,0,0,0.014457659244413565
0,3057,0,0,0.16621593296650097
0,3058,0,0,0.010562456443546645
0,3066,0,0,1.7943368594398993e-06
0,3068,0,0,0.16963248730283878
0,3069,0,0,0.04489417521140181
0,3071,0,0,0.0001390730917634321
0,3072,0,0,0.00015785346490275183
0,3082,0,0,9.690838784313683e-05
0,3083,0,1,0.9172862363356798
0,3086,1,1,0.8713956944913472
0,3092,0,0,0.4080476723703768
0,3093,0,0,0.002301700130356233
0,3094,0,0,0.02002799692098965
0,3096,0,0,0.00029825855495472077
0,3102,0,0,0.018715051705542007
0,3106,0,0,0.002412902558661543
0,3111,0,0,0.0003453442644663068
0,3112,0,0,0.28263438430008175
0,3116,0,1,0.7481588520798974
0,3119,1,0,0.07422483818693161
0,3120,1,1,0.8517232866511623
0,3122,0,0,0.002509672606702681
0,3126,0,1,0.8820861100566894
0,3130,1,1,0.9893823177161409
0,3137,0,1,0.8558247164913466
0,3144,0,0,0.1796090042717198
0,3152,0,1,0.9804813932497595
0,3158,0,0,0.0033782895513984283
0,3176,0,0,0.002190766182449457
0,3177,0,0,0.23883680572440513
0,3187,0,0,0.010711486338351428
0,3189,0,0,0.3251049748335448
0,3197,0,0,0.0009151283299147208
0,3200,0,0,0.07940352765683392
0,3202,0,0,0.0003965871983485696
0,3208,0,0,0.020011993058441594
0,3217,0,0,0.13223203139859063
0,3220,0,1,0.6425863831639362
0,3222,0,0,0.0061041861486377065
0,3227,0,0,0.28022822405615155
0,3235,0,0,0.14441677300451725
0,3239,1,1,0.9845271394198017
0,3242,0,0,0.04858710173545016
0,3243,1,1,0.5736033726800742
0,3247,0,0,0.006060553014024701
0,3259,0,0,0.006359108109832474
0,3260,1,1,0.5772110502691341
0,3266,0,0,0.0025035317580922116
0,3268,0,0,0.20457521935497183
0,3269,1,1,0.9821978707881004
0,3280,0,0,0.0012109766842998634
0,3281,0,0,0.0010604487685062698
0,3289,0,0,0.0012245110561576876
0,3292,0,0,0.1357971274090174
0,3299,0,0,0.4235491101646525
0,3306,0,0,0.001133436834337785
0,3321,0,0,0.01771626740458479
0,3322,0,0,0.20379703565655843
0,3325,0,0,0.0011027212565322341
0,3327,0,0,0.005019007194277016
0,3337,0,1,0.97460783857389
0,3340,0,0,0.11495067557141202
0,3342,0,0,0.0006246191833046113
0,3343,0,0,0.10408373681436736
0,3344,1,1,0.946299575754001
0,3355,0,0,0.0024014225813416517
0,3360,0,0,0.28550819767584523
0,3367,1,0,0.08661609717408468
0,3376,0,1,0.6732772381175217
0,3388,0,0,0.2602540201955691
0,3390,0,0,0.04733813370540841
0,3391,0,0,0.021736229241065885
0,3400,0,0,0.0032124720233960894
0,3408,0,0,0.0318885387700127
0,3417,0,0,0.00016425829561495583
0,3432,0,0,0.15406298837993393
0,3436,0,0,0.14977847854268028
0,3449,0,0,0.014235511085176577
0,3455,0,0,0.0005816727367464147
0,3456,0,1,0.8488154416937801
0,3460,0,0,0.00012001733905309367
0,3461,0,0,0.1517640173304958
0,3462,0,0,0.002217298752094777
0,3466,1,1,0.8978586732815498
0,3476,1,1,0.9628424712496336
0,3478,1,1,0.8998344327713114
0,3479,0,0,0.07023508064533857
0,3481,1,1,0.9386059545485299
0,3485,0,0,0.26224363943393414
0,3488,0,1,0.6313628452563603
0,3494,0,0,0.007540499345996235
0,3496,0,1,0.6740664193796071
0,3503,0,0,0.014510399635105175
0,3510,0,0,0.0002471413433011547
0,3521,0,1,0.6961946840358431
0,3526,0,0,0.010475274970419803
0,3534,0,0,0.01335161508054396
0,3538,0,0,0.002537960044418573
0,3539,0,0,0.0006274423252243949
0,3540,0,0,0.0727930924930282
0,3544,0,0,0.0005328648551227972
0,3547,1,0,0.013494642392647973
0,3549,0,0,0.012671897431682757
0,3551,0,0,0.00013072904625906586
0,3560,0,0,0.21441755553965042
0,3561,0,1,0.620912995916908
0,3565,0,0,0.09078248545088233
0,3566,1,1,0.7263276374589337
0,3568,0,1,0.5712650670176863
0,3570,0,0,0.48831626902193415
0,3571,1,1,0.9873554979681669
0,3572,0,0,0.0051025961304480075
0,3597,0,1,0.7991876320997787
0,3602,0,0,0.03264254094701541
0,3607,0,0,0.03360457586846752
0,3608,0,0,0.01686296320079032
0,3613,0,0,0.10999629705402447
0,3620,0,0,0.0001002838794937383
0,3623,1,1,0.9893234692403515
0,3627,0,0,0.0035752752705019873
0,3637,0,0,0.007531033023581411
0,3642,1,1,0.9965890351690684
0,3646,0,0,0.006901990845835273
0,3647,0,0,0.123955959252136
0,3655,0,0,0.001048189744162165
0,3670,1,1,0.9824969712594984
0,3671,1,1,0.9929809726353546
0,3675,0,0,0.2633219725567164
0,3678,0,0,0.008712195757774665
0,3680,0,0,0.09346128383227569
0,3681,1,0,0.12101493062301522
0,3691,0,0,0.3380013355701155
0,3693,0,0,0.0005165731381014467
0,3702,0,0,0.0032808859745292653
0,3709,1,1,0.9624951309469407
0,3721,0,0,0.0010908346609287973
0,3727,0,0,0.006120434234887463
0,3731,1,1,0.9460150606364344
0,3743,0,0,0.001908692166205424
0,3749,0,0,0.00026240623563688015
0,3762,0,1,0.6909455500217845
0,3772,0,0,0.017589484169687353
0,3773,1,1,0.9777840175973641
0,3774,0,0,0.27476752145440453
0,3776,0,0,0.0034138137733711396
0,3780,1,1,0.5031441160354766
0,3785,0,0,0.0770774077065293
0,3787,0,1,0.6429409906856101
0,3796,1,1,0.8859528994628066
0,3811,0,0,4.955249762061947e-06
0,3827,0,0,0.0008838128684754851
0,3835,0,0,0.0019050180653947659
0,3838,0,1,0.7988108999574752
0,3840,0,0,0.38210948122571897
0,3842,0,0,0.22188962140207036
0,3843,1,1,0.9678409396383071
0,3857,0,0,0.0005730439468089282
0,3858,0,0,0.24046150440132377
0,3885,0,0,0.0010778938290679546
0,3887,0,0,0.0021970203697371095
0,3889,0,1,0.800080343140015
0,3891,0,0,0.005058859526590943
0,3894,0,1,0.6771155653290843
0,3903,1,1,0.9933076929179633
0,3912,1,0,0.4254426736571245
0,3916,0,0,0.011542652478405678
0,3922,0,0,0.06212541222568517
0,3943,0,0,0.0004619320220790108
0,3946,0,0,0.01920903857115544
0,3948,0,0,0.011097075425851905
0,3952,0,0,0.0018867217788891555
0,3956,0,0,0.04136567934947424
0,3957,0,0,0.45825757259349903
0,3961,0,1,0.7511688701306131
0,3965,0,0,0.005679320007396362
0,3971,1,1,0.9087356789740598
0,3975,0,0,0.0018743042532072443
0,3986,0,1,0.5086411740782841
